url,url_total_clicks,url_total_impressions,url_ctr_percent,url_avg_position,num_queries_conocidas,top_query,top_query_clicks,top_query_impressions,top_query_ctr_percent,top_query_position,pct_clicks_from_top_query_all,pct_imps_from_top_query_all
https://www.pccomponentes.com/cuanto-dura-garantia-televisores-xiaomi,13,1043,1.25,4.6,28,garantia xiaomi españa,0.0,86.0,0.0,3.9,0.0,8.2
https://www.pccomponentes.com/televisores/75-pulgadas/xiaomi,12,2267,0.53,8.2,53,televisor xiaomi 75 pulgadas,3.0,96.0,3.13,8.8,25.0,4.2
https://www.pccomponentes.com/televisores/mini-led/philips,12,292,4.11,2.7,70,phillips mini led,1.0,1.0,100.0,1.0,8.3,0.3
https://www.pccomponentes.com/pccomponentes-lanza-su-marca-propia-de-televisores-nilait-calidad-de-imagen-a-precios-asequibles,12,1562,0.77,3.4,176,nilait,1.0,1.0,100.0,1.0,8.3,0.1
https://www.pccomponentes.com/televisores/mini-led/samsung,12,834,1.44,6.6,115,samsung mini led,4.0,84.0,4.76,3.6,33.3,10.1
https://www.pccomponentes.com/televisores/3840-x-2160-4k-uhd/smart-tv,12,1342,0.89,5.1,67,smart tv 42 4k,1.0,2.0,50.0,2.5,8.3,0.1
https://www.pccomponentes.com/televisores/50-pulgadas/philips,11,2365,0.47,5.5,218,tv philips 50 pulgadas,2.0,141.0,1.42,6.0,18.2,6.0
https://www.pccomponentes.com/televisores/48-pulgadas,11,942,1.17,6.5,57,tv 48 pulgadas,3.0,81.0,3.7,3.9,27.3,8.6
https://www.pccomponentes.com/televisores/40-pulgadas/smart-tv,11,1451,0.76,7.0,160,smart tv 40 pulgadas android,2.0,31.0,6.45,2.2,18.2,2.1
https://www.pccomponentes.com/televisores/qled,11,2439,0.45,8.1,129,qled,4.0,902.0,0.44,7.5,36.4,37.0
https://www.pccomponentes.com/one-for-all-urc-1917-mando-a-distancia-universal-para-televisores-td-systems,11,472,2.33,6.9,18,mando universal tv td systems,1.0,1.0,100.0,2.0,9.1,0.2
https://www.pccomponentes.com/televisores/32-pulgadas/nilait,11,113,9.73,1.6,4,tv nilait 32 pulgadas,2.0,27.0,7.41,0.6,18.2,23.9
https://www.pccomponentes.com/mejores-televisores-nilait-calidad-precio,10,3052,0.33,7.9,37,nilait opiniones,2.0,332.0,0.6,7.8,20.0,10.9
https://www.pccomponentes.com/govee-h6199-dreamview-t1-tvbacklight-tira-led-inteligente-rgb-para-televisores,10,189,5.29,3.5,24,govee h6199,2.0,24.0,8.33,0.0,20.0,12.7
https://www.pccomponentes.com/televisores/43-pulgadas/toshiba,10,632,1.58,5.8,53,toshiba 43,2.0,46.0,4.35,4.4,20.0,7.3
https://www.pccomponentes.com/televisores/65-pulgadas/oled/samsung,10,939,1.06,7.5,57,samsung oled 65,3.0,382.0,0.79,9.5,30.0,40.7
https://www.pccomponentes.com/televisores/48-pulgadas/samsung,10,810,1.23,6.8,55,samsung 48 pulgadas,3.0,73.0,4.11,5.5,30.0,9.0
https://www.pccomponentes.com/televisores/55-pulgadas/lg/oled,10,486,2.06,6.3,73,lg oled 55 2020,1.0,2.0,50.0,3.0,10.0,0.4
https://www.pccomponentes.com/televisores/85-pulgadas/mini-led,10,265,3.77,2.8,18,tv 85 pulgadas mini led,3.0,26.0,11.54,2.9,30.0,9.8
https://www.pccomponentes.com/televisores/3840-x-2160-4k-uhd/65-pulgadas,10,1304,0.77,2.6,67,"smart tv 65"" 4k",1.0,2.0,50.0,0.0,10.0,0.2
https://www.pccomponentes.com/cuanto-dura-garantia-televisores-sony-bravia,10,564,1.77,4.5,21,garantia sony,0.0,18.0,0.0,2.8,0.0,3.2
https://www.pccomponentes.com/televisores/65-pulgadas/qled/samsung,9,514,1.75,6.4,79,samsung neo qled 65 pulgadas,1.0,17.0,5.88,10.9,11.1,3.3
https://www.pccomponentes.com/televisores/40-pulgadas/reacondicionado,9,143,6.29,2.1,13,smart tv 40 pulgadas,0.0,2.0,0.0,4.5,0.0,1.4
https://www.pccomponentes.com/televisores/cecotec/smart-tv,9,2345,0.38,7.9,23,tv cecotec,5.0,432.0,1.16,9.8,55.6,18.4
https://www.pccomponentes.com/televisores/3840-x-2160-4k-uhd/oled,9,549,1.64,5.2,81,4k oled,2.0,87.0,2.3,5.9,22.2,15.8
https://www.pccomponentes.com/mejores-televisores-phillips-calidad-precio,9,915,0.98,9.8,64,phillips,0.0,108.0,0.0,8.0,0.0,11.8
https://www.pccomponentes.com/televisores/50-pulgadas/tcl-corporation,9,2183,0.41,8.7,159,tv de 50 pulgadas tcl precio,1.0,1.0,100.0,3.0,11.1,0.0
https://www.pccomponentes.com/televisores/lg/nanocell,8,1604,0.5,7.4,200,lg nanocell,4.0,369.0,1.08,7.2,50.0,23.0
https://www.pccomponentes.com/televisores/43-pulgadas/philips,8,876,0.91,5.0,76,smart tv 43 pulgadas philips,1.0,6.0,16.67,1.8,12.5,0.7
